venda_id,data_venda,produto_id,produto,categoria,preco_unitario,quantidade,desconto,valor_total,regiao,cidade,canal,forma_pagamento,cliente_id,custo_unitario
103790,2026-03-21,1023,Secador de Cabelo,Beleza,179.55,1,0.05,170.57,Centro-Oeste,Goiania,App,Boleto,704,72.83
105806,2024-04-11,1010,Vestido,Vestuario,301.62,1,0.0,301.62,Centro-Oeste,Goiania,Loja Fisica,Dinheiro,371,92.56
106077,2024-10-08,1016,Chocolate Premium,Alimentos,58.81,2,0.15,99.98,Nordeste,Salvador,Loja Fisica,Pix,166,12.14
109755,2026-05-20,1014,Cortina,Casa e Decoracao,210.43,1,0.0,210.43,Sul,Curitiba,Loja Fisica,Dinheiro,446,80.34
111731,2025-06-19,1014,Cortina,CASA E DECORACAO,210.43,1,0.0,210.43,Sudeste,Belo Horizonte,E-commerce,Boleto,752,80.34
102316,2024-02-10,1008,Tenis,Vestuario,405.85,1,0.05,385.56,Sul,Curitiba,E-commerce,Boleto,28,97.94
109614,2024-08-17,1014,Cortina,Casa e Decoracao,210.43,1,0.15,178.87,Centro-Oeste,Brasilia,App,Pix,419,80.34
108432,2026-03-19,1022,Kit Skincare,Beleza,143.23,1,0.05,136.07,Centro-Oeste,Brasilia,App,Dinheiro,440,61.92
111460,2024-02-27,1001,Notebook,Eletronicos,3581.1,2,0.05,6804.09,Sudeste,Belo Horizonte,E-commerce,Cartao de Debito,265,2220.02
100692,2026-05-29,1006,Camiseta,Vestuario,50.18,4,0.05,190.68,Sudeste,Rio de Janeiro,E-commerce,Cartao de Debito,494,25.27
111791,2024-02-01,1017,Azeite Extra Virgem,Alimentos,66.45,4,0.2,212.64,Sul,Florianopolis,E-commerce,Dinheiro,308,28.79
106082,2026-03-16,1008,Tenis,  Vestuario  ,405.85,3,0.0,1217.55,Sul,Florianopolis,App,Cartao de Credito,537,97.94
107531,2025-05-11,1004,Tablet,Eletronicos,958.97,2,0.0,1917.94,Norte,Belem,Loja Fisica,Cartao de Debito,538,701.26
105737,2025-09-18,1016,Chocolate Premium,  Alimentos  ,58.81,2,0.2,94.1,Nordeste,Fortaleza,App,Dinheiro,395,12.14
111840,2024-05-17,1010,Vestido,Vestuario,301.62,2,0.0,603.24,Centro-Oeste,Brasilia,E-commerce,Pix,40,92.56
104435,2024-12-10,1000,Smartphone,Eletronicos,1360.88,1,0.0,1360.88,Sul,Florianopolis,E-commerce,PIX,236,1004.62
109871,2026-03-17,1005,Mouse Gamer,Eletronicos,204.85,3,0.0,614.55,Norte,Manaus,App,Cartao de Credito,618,43.5
101529,2024-12-14,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.0,-378.74,Sudeste,Sao Paulo,App,Cartao de Credito,136,165.95
102484,2024-02-10,1020,Bicicleta,Esportes,932.48,1,0.2,745.98,Centro-Oeste,Goiania,E-commerce,Cartao de Debito,729,640.91
106844,2026-06-16,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Sul,Porto Alegre,E-commerce,Cartao de Debito,666,640.91
101524,2025-08-01,1023,Secador de Cabelo,Beleza,179.55,1,0.0,179.55,Sudeste,Rio de Janeiro,E-commerce,Cartao de Debito,471,72.83
101564,10/08/2025,1000,Smartphone,Eletronicos,1360.88,1,0.0,1360.88,Centro-Oeste,Brasilia,Loja Fisica,PIX,217,1004.62
105003,2024-08-29,1003,Smart TV,Eletronicos,2850.57,2,0.1,5131.03,Sul,Florianopolis,Loja Fisica,Dinheiro,514,2035.31
108116,2026-04-03,1021,Perfume,Beleza,235.41,2,0.05,447.28,Sul,Porto Alegre,App,Pix,28,98.2
101810,2026-03-17,1019,Halteres,Esportes,290.04,4,0.0,1160.16,Nordeste,Recife,App,Cartao de Credito,238,107.57
104703,01/12/2024,1021,Perfume,Beleza,235.41,1,0.0,235.41,Nordeste,Fortaleza,Loja Fisica,Boleto,161,98.2
105069,2025-12-08,1010,Vestido,Vestuario,301.62,5,0.0,1508.1,Nordeste,Recife,E-commerce,Boleto,29,92.56
104931,2024-12-09,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.05,63.13,Centro-Oeste,Goiania,App,PIX,481,28.79
100814,2025-12-22,1010,Vestido,Vestuario,301.62,1,0.0,301.62,Centro-Oeste,Goiania,App,Cartao de Credito,789,92.56
100231,2025-02-08,1021,Perfume,Beleza,235.41,1,0.15,200.1,Norte,Manaus,Loja Fisica,Boleto,94,98.2
101383,2025-09-24,1013,Almofada,Casa e Decoracao,33.06,2,0.05,62.81,Sudeste,Rio de Janeiro,E-commerce,Cartao de Credito,128,20.74
109487,2026-05-18,1023,Secador de Cabelo,Beleza,179.55,2,0.0,359.1,Sudeste,Belo Horizonte,E-commerce,Pix,784,72.83
104834,2026-02-03,1011,Luminaria,CASA E DECORACAO,96.53,3,0.05,275.11,Sul,Porto Alegre,Loja Fisica,Dinheiro,482,45.44
105045,2024-05-25,1011,Luminaria,Casa e Decoracao,96.53,1,0.1,86.88,Centro-Oeste,Goiania,Loja Fisica,Cartao de Debito,485,45.44
111139,2025-05-31,1009,Jaqueta,Vestuario,173.9,2,0.15,-295.63,Nordeste,Salvador,App,Boleto,38,132.38
109611,2025-12-27,1000,Smartphone,Eletronicos,1360.88,2,0.05,2585.67,Nordeste,Fortaleza,E-commerce,Cartao de Debito,500,1004.62
106231,13/04/2026,1010,Vestido,Vestuario,301.62,2,0.0,603.24,Nordeste,,E-commerce,Cartao de Credito,341,92.56
106487,2026-03-03,1011,Luminaria,Casa e Decoracao,96.53,1,0.0,96.53,Sudeste,Belo Horizonte,Loja Fisica,Dinheiro,110,45.44
103136,2024-08-17,1004,Tablet,Eletronicos,958.97,4,0.0,3835.88,Sul,Curitiba,E-commerce,Dinheiro,306,701.26
102853,2024-04-09,1015,Cafe Especial,Alimentos,67.68,1,0.0,67.68,Sudeste,Rio de Janeiro,App,Dinheiro,309,26.46
104261,2024-04-09,1008,Tenis,Vestuario,405.85,3,0.15,1034.92,Centro-Oeste,Brasilia,App,Cartao de Credito,638,97.94
106963,2025-10-21,1016,Chocolate Premium,Alimentos,58.81,1,0.15,49.99,Centro-Oeste,Goiania,App,Pix,334,12.14
110636,2026-01-04,1002,Fone de Ouvido,Eletronicos,636.23,1,0.0,636.23,Norte,Manaus,Loja Fisica,Cartao de Credito,53,64.73
110277,2024-05-27,1023,Secador de Cabelo,Beleza,179.55,1,0.1,161.6,Nordeste,Recife,App,Cartao de Debito,73,72.83
101316,2024-10-24,1009,Jaqueta,Vestuario,173.9,3,0.15,443.45,Centro-Oeste,Brasilia,Loja Fisica,Cartao de Credito,74,132.38
102141,2024-03-13,1003,Smart TV,Eletronicos,2850.57,2,0.05,5416.08,Norte,Belem,Loja Fisica,Cartao de Credito,510,2035.31
105540,2025-02-21,1001,Notebook,Eletronicos,3581.1,1,0.0,3581.1,Sul,Porto Alegre,E-commerce,,593,2220.02
102034,2025-08-29,1022,Kit Skincare,Beleza,143.23,2,0.0,286.46,Centro-Oeste,Goiania,App,Pix,733,61.92
103530,2024-05-11,1011,Luminaria,Casa e Decoracao,96.53,2,0.05,183.41,Norte,Belem,App,Cartao de Debito,126,45.44
107916,2024-02-07,1003,Smart TV,Eletronicos,2850.57,3,0.0,8551.71,Sudeste,Belo Horizonte,Loja Fisica,Dinheiro,160,2035.31
101021,14/06/2026,1022,Kit Skincare,Beleza,143.23,4,0.05,544.27,Nordeste,Fortaleza,E-commerce,Cartao de Debito,180,61.92
102681,2025-01-27,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.05,359.8,Sul,Curitiba,App,Dinheiro,326,165.95
110866,10/09/2024,1004,Tablet,Eletronicos,958.97,2,0.0,1917.94,Nordeste,Salvador,E-commerce,Dinheiro,763,701.26
103289,04/12/2024,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.0,378.74,Centro-Oeste,Goiania,Loja Fisica,Pix,168,165.95
106045,2025-06-16,1006,Camiseta,Vestuario,50.18,3,0.0,150.54,Centro-Oeste,Goiania,Loja Fisica,Cartao de Credito,431,25.27
102727,2025-09-28,1011,Luminaria,Casa e Decoracao,96.53,2,0.0,193.06,Centro-Oeste,Goiania,Loja Fisica,Boleto,159,45.44
104355,2024-10-03,1017,Azeite Extra Virgem,Alimentos,66.45,5,0.0,332.25,Centro-Oeste,Brasilia,App,Boleto,590,28.79
106814,2024-09-06,1018,Bola de Futebol,Esportes,150.12,2,0.0,300.24,Centro-Oeste,Goiania,E-commerce,pix,765,53.27
108400,2026-05-27,1011,Luminaria,Casa e Decoracao,96.53,4,0.0,386.12,Nordeste,Salvador,Loja Fisica,Cartao de Debito,178,45.44
109190,29/01/2025,1008,Tenis,Vestuario,405.85,1,0.0,405.85,Norte,Belem,E-commerce,Cartao de Debito,503,97.94
107571,2025-12-05,1009,Jaqueta,Vestuario,173.9,1,0.05,165.2,Centro-Oeste,Goiania,Loja Fisica,Pix,489,132.38
109490,10/12/2025,1010,Vestido,Vestuario,301.62,2,0.0,603.24,Sudeste,Sao Paulo,Loja Fisica,Cartao de Debito,343,92.56
105937,2025-09-13,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.0,66.45,Nordeste,Fortaleza,App,Dinheiro,242,28.79
110157,2025-03-13,1012,Jogo de Panelas,CASA E DECORACAO,378.74,5,0.05,1799.02,Centro-Oeste,Brasilia,Loja Fisica,Cartao de Debito,332,165.95
101178,2026-06-12,1019,Halteres,Esportes,290.04,1,0.0,290.04,Norte,Manaus,Loja Fisica,Cartao de Debito,28,107.57
105466,2025-09-20,1011,Luminaria,Casa e Decoracao,96.53,3,0.15,246.15,Sudeste,Belo Horizonte,E-commerce,Boleto,515,45.44
102142,2025-09-24,1013,Almofada,Casa e Decoracao,33.06,1,0.05,31.41,Nordeste,Fortaleza,E-commerce,,675,20.74
108963,2024-04-15,1022,Kit Skincare,Beleza,143.23,1,0.15,121.75,Nordeste,Recife,Loja Fisica,Pix,443,61.92
103374,2024-11-21,1017,Azeite Extra Virgem,  ALIMENTOS  ,66.45,1,0.0,66.45,Sudeste,Rio de Janeiro,App,Boleto,130,28.79
100450,2025-10-03,1016,Chocolate Premium,Alimentos,58.81,1,0.0,58.81,Norte,Manaus,E-commerce,Dinheiro,73,12.14
105782,2025-02-13,1019,Halteres,Esportes,290.04,2,0.0,580.08,Nordeste,Salvador,App,Dinheiro,274,107.57
110067,2025-05-27,1007,Calca Jeans,Vestuario,180.96,1,0.0,180.96,Nordeste,Recife,Loja Fisica,Pix,496,75.6
106817,2024-02-21,1013,Almofada,Casa e Decoracao,33.06,2,0.05,62.81,Nordeste,Recife,Loja Fisica,Boleto,523,20.74
109192,19/04/2024,1008,Tenis,Vestuario,405.85,2,0.0,811.7,Nordeste,Salvador,App,Cartao de Credito,15,97.94
107843,2025-04-12,1000,Smartphone,Eletronicos,1360.88,1,0.0,1360.88,Norte,Manaus,E-commerce,Cartao de Debito,246,1004.62
111409,2025-04-12,1010,Vestido,Vestuario,301.62,5,0.0,1508.1,Sul,Curitiba,E-commerce,Pix,255,92.56
109311,2024-07-28,1018,Bola de Futebol,Esportes,150.12,2,0.0,300.24,Sul,,E-commerce,Dinheiro,328,53.27
107101,2024-07-19,1012,Jogo de Panelas,Casa e Decoracao,378.74,2,0.05,719.61,Sudeste,Sao Paulo,App,,108,165.95
104361,2024-12-13,1013,Almofada,Casa e Decoracao,33.06,1,0.05,31.41,Nordeste,Fortaleza,E-commerce,Boleto,763,20.74
105042,2024-02-26,1002,Fone de Ouvido,Eletronicos,636.23,3,0.0,1908.69,Centro-Oeste,Brasilia,E-commerce,Dinheiro,661,64.73
106328,2024-02-04,1018,Bola de Futebol,Esportes,150.12,1,0.0,150.12,Norte,Belem,App,pix,349,53.27
103708,10/12/2024,1006,Camiseta,Vestuario,50.18,1,0.0,50.18,Norte,,E-commerce,Dinheiro,49,25.27
101988,2024-11-21,1020,Bicicleta,  ESPORTES  ,932.48,3,0.05,2657.57,Sul,Florianopolis,E-commerce,Boleto,471,640.91
100878,2026-05-20,1011,Luminaria,Casa e Decoracao,96.53,4,0.0,386.12,Sudeste,Belo Horizonte,E-commerce,Cartao de Credito,534,45.44
100511,26/12/2025,1006,Camiseta,Vestuario,50.18,4,0.0,200.72,Sul,Curitiba,App,PIX,244,25.27
103421,2026-06-10,1002,Fone de Ouvido,Eletronicos,636.23,3,0.05,1813.26,Norte,Manaus,Loja Fisica,Boleto,464,64.73
111244,2024-04-28,1004,Tablet,Eletronicos,958.97,1,0.1,863.07,Centro-Oeste,Brasilia,App,Dinheiro,301,701.26
108479,2025-08-23,1013,Almofada,Casa e Decoracao,33.06,1,0.05,31.41,Sudeste,,App,Cartao de Credito,225,20.74
105507,2025-07-05,1003,Smart TV,Eletronicos,2850.57,4,0.0,11402.28,Sudeste,Belo Horizonte,App,Pix,123,2035.31
107047,2024-05-15,1014,Cortina,Casa e Decoracao,210.43,2,0.05,399.82,Sudeste,Rio de Janeiro,Loja Fisica,Cartao de Debito,703,80.34
107622,2024-02-07,1012,Jogo de Panelas,Casa e Decoracao,378.74,4,0.0,1514.96,Centro-Oeste,Brasilia,Loja Fisica,Cartao de Debito,580,165.95
103561,2026-05-19,1016,Chocolate Premium,Alimentos,58.81,3,0.0,176.43,Norte,Manaus,Loja Fisica,Cartao de Debito,281,12.14
108863,2024-11-17,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Sul,Curitiba,App,Pix,112,640.91
101472,2025-05-30,1018,Bola de Futebol,Esportes,150.12,4,0.05,570.46,Norte,Manaus,App,PIX,720,53.27
107239,2025-03-25,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.0,66.45,Sudeste,Rio de Janeiro,App,Dinheiro,10,28.79
111617,2024-09-20,1009,Jaqueta,Vestuario,173.9,3,0.0,521.7,Norte,Belem,Loja Fisica,Pix,307,132.38
107437,2024-11-28,1011,Luminaria,CASA E DECORACAO,96.53,2,0.0,193.06,Nordeste,Salvador,E-commerce,Cartao de Debito,424,45.44
105683,2024-11-29,1016,Chocolate Premium,Alimentos,58.81,1,0.05,55.87,Nordeste,Recife,E-commerce,Boleto,23,12.14
107316,2024-04-21,1021,Perfume,Beleza,235.41,1,0.2,188.33,Centro-Oeste,Goiania,App,Boleto,766,98.2
101469,2025-12-15,1005,Mouse Gamer,Eletronicos,204.85,1,0.0,204.85,Nordeste,Salvador,App,PIX,568,43.5
104751,2026-01-18,1009,Jaqueta,  Vestuario  ,173.9,1,0.05,165.2,Norte,Belem,E-commerce,Cartao de Credito,396,132.38
108411,2026-05-05,1009,Jaqueta,Vestuario,173.9,2,0.05,330.41,Sudeste,Belo Horizonte,E-commerce,Dinheiro,595,132.38
107005,2024-07-27,1014,Cortina,Casa e Decoracao,210.43,1,0.0,210.43,Sudeste,Belo Horizonte,App,pix,372,80.34
105254,2025-04-18,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.0,378.74,Sudeste,Rio de Janeiro,App,Cartao de Debito,701,165.95
103130,2025-12-21,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.1,59.81,Sudeste,Belo Horizonte,Loja Fisica,Cartao de Debito,11,28.79
110696,09/04/2024,1000,Smartphone,Eletronicos,1360.88,3,0.0,4082.64,Centro-Oeste,Goiania,App,Cartao de Credito,389,1004.62
106902,2025-04-11,1008,Tenis,Vestuario,405.85,1,0.0,405.85,Norte,Manaus,App,Boleto,305,97.94
101870,2024-10-04,1007,Calca Jeans,Vestuario,180.96,3,0.05,515.74,Norte,Manaus,E-commerce,Pix,590,75.6
100192,2025-06-13,1007,Calca Jeans,Vestuario,180.96,2,0.0,361.92,Nordeste,Salvador,Loja Fisica,Cartao de Credito,94,75.6
102389,2024-11-07,1021,Perfume,Beleza,235.41,4,0.15,800.39,Sul,Porto Alegre,Loja Fisica,Cartao de Credito,201,98.2
110932,2026-04-06,1022,Kit Skincare,Beleza,143.23,2,0.0,-286.46,Norte,Manaus,E-commerce,Cartao de Credito,417,61.92
107431,2024-09-06,1005,Mouse Gamer,Eletronicos,204.85,2,0.0,409.7,Norte,Manaus,E-commerce,pix,259,43.5
110194,2025-08-12,1008,Tenis,Vestuario,405.85,1,0.0,405.85,Centro-Oeste,Goiania,E-commerce,Dinheiro,81,97.94
107707,2025-03-31,1006,Camiseta,Vestuario,50.18,2,0.1,90.32,Norte,Manaus,E-commerce,Pix,661,25.27
110715,2024-11-20,1013,Almofada,Casa e Decoracao,33.06,2,0.0,66.12,Norte,Belem,App,Cartao de Credito,331,20.74
103046,2024-12-19,1000,Smartphone,Eletronicos,1360.88,3,0.05,3878.51,Centro-Oeste,Brasilia,E-commerce,Pix,590,1004.62
103603,2024-09-07,1005,Mouse Gamer,Eletronicos,204.85,1,0.0,204.85,Nordeste,Salvador,E-commerce,Cartao de Debito,23,43.5
105234,2024-09-12,1022,Kit Skincare,Beleza,143.23,1,0.0,143.23,Nordeste,,App,Pix,168,61.92
108638,2025-11-01,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.1,340.87,Nordeste,Salvador,App,Dinheiro,139,165.95
100199,2026-05-03,1022,Kit Skincare,Beleza,143.23,1,0.05,136.07,Centro-Oeste,Brasilia,Loja Fisica,pix,390,61.92
107536,2025-12-04,1011,Luminaria,Casa e Decoracao,96.53,2,0.0,193.06,Sudeste,Rio de Janeiro,App,Boleto,767,45.44
111412,2026-01-21,1015,Cafe Especial,ALIMENTOS,67.68,1,0.1,60.91,Norte,Manaus,App,Cartao de Debito,538,26.46
107166,2025-11-29,1009,Jaqueta,Vestuario,173.9,5,0.0,869.5,Nordeste,Salvador,Loja Fisica,PIX,231,132.38
104747,2025-09-12,1014,Cortina,Casa e Decoracao,210.43,1,0.0,210.43,Norte,Manaus,Loja Fisica,PIX,529,80.34
102138,2024-10-14,1011,Luminaria,Casa e Decoracao,96.53,4,0.15,328.2,Centro-Oeste,Brasilia,App,Pix,588,45.44
100103,2024-12-22,1002,Fone de Ouvido,Eletronicos,636.23,1,0.05,604.42,Norte,Manaus,E-commerce,Dinheiro,779,64.73
104965,2026-06-17,1009,Jaqueta,Vestuario,173.9,1,0.05,165.2,Centro-Oeste,Goiania,App,Pix,455,132.38
104125,2026-03-16,1018,Bola de Futebol,Esportes,150.12,1,0.0,150.12,Centro-Oeste,Goiania,E-commerce,Cartao de Credito,622,53.27
107947,2025-04-19,1001,Notebook,Eletronicos,3581.1,1,0.0,3581.1,Sul,Porto Alegre,App,Dinheiro,29,2220.02
100099,2025-11-12,1007,Calca Jeans,VESTUARIO,180.96,1,0.05,171.91,Nordeste,Fortaleza,E-commerce,Cartao de Credito,96,75.6
109994,2025-09-12,1010,Vestido,  Vestuario  ,301.62,1,0.0,301.62,Norte,Manaus,Loja Fisica,Dinheiro,559,92.56
104087,2026-03-12,1001,Notebook,Eletronicos,3581.1,2,0.0,7162.2,Norte,Belem,E-commerce,Boleto,614,2220.02
101665,2026-01-16,1012,Jogo de Panelas,Casa e Decoracao,378.74,2,0.0,757.48,Sudeste,Sao Paulo,E-commerce,Cartao de Debito,274,165.95
109292,2026-01-14,1009,Jaqueta,Vestuario,173.9,5,0.0,869.5,Nordeste,Salvador,E-commerce,Pix,694,132.38
107891,2024-11-02,1004,Tablet,Eletronicos,958.97,2,0.0,1917.94,Sul,Porto Alegre,E-commerce,Cartao de Credito,731,701.26
100278,2024-05-02,1015,Cafe Especial,Alimentos,67.68,1,0.0,67.68,Norte,Manaus,E-commerce,Cartao de Debito,349,26.46
106993,2026-07-14,1005,Mouse Gamer,Eletronicos,204.85,2,0.05,389.22,Centro-Oeste,Goiania,E-commerce,Pix,258,43.5
108394,2024-02-14,1002,Fone de Ouvido,Eletronicos,636.23,2,0.1,1145.21,Sul,Curitiba,E-commerce,Dinheiro,662,64.73
109112,2024-06-06,1012,Jogo de Panelas,Casa e Decoracao,378.74,3,0.0,1136.22,Norte,Belem,App,Cartao de Debito,62,165.95
103730,2025-12-26,1014,Cortina,Casa e Decoracao,210.43,2,0.05,399.82,Sul,Curitiba,E-commerce,Pix,543,80.34
108538,2025-11-18,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Norte,Belem,Loja Fisica,Pix,92,640.91
100701,2025-01-24,1013,Almofada,Casa e Decoracao,33.06,1,0.0,33.06,Nordeste,,App,pix,103,20.74
100456,2025-08-27,1013,Almofada,Casa e Decoracao,33.06,1,0.05,31.41,Sul,Porto Alegre,App,pix,318,20.74
105643,26/05/2025,1015,Cafe Especial,Alimentos,67.68,2,0.2,108.29,Norte,Manaus,E-commerce,Cartao de Debito,660,26.46
100336,2024-12-09,1020,Bicicleta,Esportes,932.48,3,0.2,2237.95,Nordeste,Salvador,E-commerce,Dinheiro,435,640.91
103787,2026-07-12,1003,Smart TV,Eletronicos,2850.57,2,0.0,5701.14,Sul,Florianopolis,E-commerce,Dinheiro,298,2035.31
110592,2025-07-18,1004,Tablet,Eletronicos,958.97,1,0.1,863.07,Centro-Oeste,Goiania,App,Cartao de Debito,380,701.26
103963,2026-01-22,1009,Jaqueta,Vestuario,173.9,5,0.05,826.02,Sudeste,Belo Horizonte,Loja Fisica,Dinheiro,617,132.38
101793,2024-07-25,1020,Bicicleta,Esportes,932.48,4,0.05,3543.42,Centro-Oeste,Brasilia,App,Cartao de Debito,460,640.91
109315,2024-11-13,1020,Bicicleta,Esportes,932.48,2,0.0,1864.96,Centro-Oeste,Goiania,Loja Fisica,Cartao de Credito,487,640.91
103484,2026-06-13,1014,Cortina,CASA E DECORACAO,210.43,1,0.1,189.39,Sul,Curitiba,E-commerce,,413,80.34
106524,2026-02-27,1008,Tenis,Vestuario,405.85,1,0.0,405.85,Sul,Porto Alegre,App,Cartao de Credito,647,97.94
103239,2026-04-19,1019,Halteres,Esportes,290.04,1,0.0,290.04,Centro-Oeste,Brasilia,App,Cartao de Debito,679,107.57
101636,2025-12-27,1010,Vestido,Vestuario,301.62,1,0.05,286.54,Sul,Porto Alegre,E-commerce,Cartao de Credito,461,92.56
101164,2025-07-27,1004,Tablet,  Eletronicos  ,958.97,2,0.0,1917.94,Sudeste,Rio de Janeiro,E-commerce,Pix,629,701.26
100333,2024-09-14,1010,Vestido,Vestuario,301.62,5,0.05,1432.7,Nordeste,Fortaleza,E-commerce,Pix,392,92.56
104612,2025-01-29,1011,Luminaria,Casa e Decoracao,96.53,1,0.0,96.53,Norte,Belem,E-commerce,Cartao de Debito,374,45.44
106133,2024-08-31,1019,Halteres,Esportes,290.04,1,0.0,290.04,Norte,Belem,E-commerce,Boleto,126,107.57
110765,2026-04-08,1020,Bicicleta,Esportes,932.48,3,0.0,2797.44,Norte,Belem,Loja Fisica,Cartao de Credito,496,640.91
110276,2025-06-25,1019,Halteres,Esportes,290.04,5,0.0,1450.2,Centro-Oeste,Brasilia,App,Pix,371,107.57
109135,2025-11-11,1019,Halteres,Esportes,290.04,1,0.1,261.04,Sudeste,Sao Paulo,E-commerce,Dinheiro,19,107.57
110345,2024-01-20,1016,Chocolate Premium,Alimentos,58.81,5,0.05,279.35,Centro-Oeste,Goiania,E-commerce,Cartao de Debito,174,12.14
109793,2025-06-18,1009,Jaqueta,Vestuario,173.9,1,0.0,173.9,Norte,Manaus,E-commerce,Cartao de Debito,515,132.38
101478,2024-06-25,1007,Calca Jeans,Vestuario,180.96,1,0.0,180.96,Sul,Porto Alegre,App,,37,75.6
103791,2025-08-20,1003,Smart TV,Eletronicos,2850.57,1,0.1,2565.51,Sudeste,Belo Horizonte,E-commerce,Cartao de Debito,695,2035.31
111709,2024-09-18,1001,Notebook,Eletronicos,3581.1,1,0.0,-3581.1,Nordeste,Fortaleza,App,pix,627,2220.02
111845,2025-05-04,1011,Luminaria,CASA E DECORACAO,96.53,1,0.05,91.7,Norte,Belem,App,pix,290,45.44
103825,2026-04-26,1004,Tablet,Eletronicos,958.97,1,0.1,863.07,Norte,Belem,Loja Fisica,Cartao de Credito,381,701.26
108929,2026-06-26,1008,Tenis,  VESTUARIO  ,405.85,1,0.05,385.56,Sudeste,Sao Paulo,Loja Fisica,Cartao de Credito,382,97.94
100176,2025-12-18,1019,Halteres,Esportes,290.04,2,0.0,580.08,Sudeste,Rio de Janeiro,App,Cartao de Debito,630,107.57
106286,2024-09-07,1010,Vestido,Vestuario,301.62,3,0.0,904.86,Sudeste,Sao Paulo,E-commerce,Cartao de Debito,718,92.56
104273,2024-10-18,1007,Calca Jeans,VESTUARIO,180.96,2,0.0,361.92,Nordeste,Recife,E-commerce,Dinheiro,755,75.6
101619,2024-01-25,1004,Tablet,Eletronicos,958.97,5,0.05,4555.11,Norte,Manaus,E-commerce,Cartao de Debito,246,701.26
111174,2025-08-03,1013,Almofada,  Casa e Decoracao  ,33.06,2,0.0,66.12,Sudeste,Sao Paulo,Loja Fisica,Cartao de Debito,376,20.74
104193,17/03/2025,1023,Secador de Cabelo,Beleza,179.55,3,0.05,511.72,Sul,Florianopolis,E-commerce,Dinheiro,440,72.83
107660,2024-12-11,1017,Azeite Extra Virgem,Alimentos,66.45,5,0.0,332.25,Norte,Belem,App,,478,28.79
101833,2026-06-28,1018,Bola de Futebol,Esportes,150.12,1,0.0,150.12,Norte,Belem,App,Cartao de Credito,389,53.27
104243,2026-05-06,1022,Kit Skincare,Beleza,143.23,1,0.2,114.58,Centro-Oeste,Brasilia,Loja Fisica,Cartao de Debito,795,61.92
107473,2025-04-23,1020,Bicicleta,Esportes,932.48,5,0.2,3729.92,Sudeste,Sao Paulo,App,PIX,218,640.91
101391,13/11/2025,1009,Jaqueta,Vestuario,173.9,1,0.0,173.9,Sudeste,Belo Horizonte,App,PIX,112,132.38
101612,2024-08-17,1005,Mouse Gamer,Eletronicos,204.85,3,0.1,553.1,Norte,Manaus,App,Dinheiro,326,43.5
108659,2025-07-02,1005,Mouse Gamer,  Eletronicos  ,204.85,1,0.0,204.85,Sudeste,Rio de Janeiro,E-commerce,Cartao de Debito,24,43.5
104272,2025-12-14,1019,Halteres,Esportes,290.04,3,0.05,826.61,Sudeste,Rio de Janeiro,Loja Fisica,PIX,384,107.57
102850,02/11/2024,1002,Fone de Ouvido,Eletronicos,636.23,1,0.05,604.42,Norte,Belem,Loja Fisica,Cartao de Debito,611,64.73
103697,2024-06-17,1012,Jogo de Panelas,CASA E DECORACAO,378.74,1,0.1,340.87,Sul,Curitiba,Loja Fisica,Cartao de Debito,603,165.95
105627,2025-05-11,1012,Jogo de Panelas,Casa e Decoracao,378.74,2,0.0,757.48,Sudeste,Rio de Janeiro,E-commerce,Cartao de Credito,258,165.95
100389,2025-02-05,1004,Tablet,Eletronicos,958.97,5,0.0,4794.85,Sudeste,Belo Horizonte,E-commerce,Dinheiro,712,701.26
107691,2026-01-13,1005,Mouse Gamer,Eletronicos,204.85,2,0.1,368.73,Norte,Manaus,Loja Fisica,PIX,454,43.5
110656,2024-12-12,1007,Calca Jeans,Vestuario,180.96,5,0.0,904.8,Sudeste,Sao Paulo,App,Cartao de Credito,207,75.6
103124,21/01/2025,1000,Smartphone,Eletronicos,1360.88,3,0.05,3878.51,Sul,Florianopolis,Loja Fisica,Cartao de Debito,230,1004.62
106431,2025-03-05,1005,Mouse Gamer,Eletronicos,204.85,4,0.1,737.46,Nordeste,,E-commerce,Cartao de Debito,557,43.5
107678,2025-04-30,1017,Azeite Extra Virgem,Alimentos,66.45,2,0.15,112.96,Centro-Oeste,Goiania,App,Pix,740,28.79
106970,2026-01-23,1008,Tenis,  Vestuario  ,405.85,1,0.0,405.85,Sudeste,Belo Horizonte,Loja Fisica,Pix,731,97.94
110859,2025-05-31,1012,Jogo de Panelas,Casa e Decoracao,378.74,5,0.0,1893.7,Sudeste,Sao Paulo,E-commerce,Dinheiro,713,165.95
104877,2024-05-17,1015,Cafe Especial,Alimentos,67.68,2,0.0,135.36,Sudeste,Belo Horizonte,E-commerce,Cartao de Debito,590,26.46
